edge_id,scenario,water_level,crowd_density,risk_score
28161972,Severe_Flood,0.09767211400638387,0.2746368798169829,0.1684580203306235
26748540,Severe_Flood,0.6842330265121569,0.27308145032131836,0.5197723960358215
28161972,Severe_Flood,0.4401524937396013,0.3026222850818887,0.38514041027651624
28161972,Severe_Flood,0.12203823484477883,0.6123133848469222,0.3181482948456362
1434321183,Severe_Flood,0.4951769101112702,0.4383327756143538,0.4724392563125036
1287029250,Severe_Flood,0.034388521115218396,0.7267348363533426,0.31132704721046806
1287029250,Severe_Flood,0.9093204020787821,0.8949106425646658,0.9035564982731356
100857282,Severe_Flood,0.2587799816000169,0.6741993749428606,0.42494773893715443
26748533,Severe_Flood,0.662522284353982,0.2044667201975755,0.4793000586914194
1107322882,Severe_Flood,0.31171107608941095,0.9326819023605022,0.5600994065978475
1107322884,Severe_Flood,0.5200680211778108,0.2644928733474785,0.4178379620456779
1107322882,Severe_Flood,0.5467102793432796,0.14989429532815812,0.387983885737231
1107322882,Severe_Flood,0.18485445552552704,0.0899672788609609,0.1468995848597006
26748538,Severe_Flood,0.9695846277645586,0.5633837406661656,0.8071042729252014
1107322882,Severe_Flood,0.7751328233611146,0.1137624624806518,0.5105846790089295
1107322882,Severe_Flood,0.9394989415641891,0.13877588411263075,0.6192097185835658
"[112869313, 26748532]",Severe_Flood,0.8948273504276488,0.30003048059549664,0.656908602494788
26748525,Severe_Flood,0.5978999788110851,0.28165300968446383,0.4714011911604366
26748531,Severe_Flood,0.9218742350231168,0.6042395103321423,0.7948203451467271
1107322882,Severe_Flood,0.0884925020519195,0.8167452794726815,0.3797936130202243
26748553,Severe_Flood,0.1959828624191452,0.7613496562028924,0.4221295799326441
23046393,Severe_Flood,0.045227288910538066,0.26248445471647674,0.13213015523291355
23046395,Severe_Flood,0.32533033076326434,0.24531049798597993,0.2933223976523506
217685947,Severe_Flood,0.388677289689482,0.9657915301069676,0.6195229858564762
112716532,Severe_Flood,0.2713490317738959,0.008236241591960125,0.1661039157011216
217685947,Severe_Flood,0.8287375091519293,0.8797205330602158,0.8491307187152439
217685947,Severe_Flood,0.3567533266935893,0.19972851912240497,0.29394340366511557
28295565,Severe_Flood,0.28093450968738076,0.9472843230897678,0.5474744350483356
112716532,Severe_Flood,0.5426960831582485,0.3423072848275197,0.462540563825957
112716532,Severe_Flood,0.14092422497476265,0.4403517738932523,0.26069524454215853
112716532,Severe_Flood,0.8021969807540397,0.707120613944381,0.7641664340301761
211260244,Severe_Flood,0.07455064367977082,0.5876690514732603,0.27979800679716665
23046395,Severe_Flood,0.9868869366005173,0.3179393297068228,0.7193078938430395
23046395,Severe_Flood,0.7722447692966574,0.5538309158678235,0.6848792279251239
217685969,Severe_Flood,0.1987156815341724,0.7307068843628862,0.41151216266565793
28295566,Severe_Flood,0.005522117123602399,0.042334945902492094,0.02024724863515828
1434320850,Severe_Flood,0.8154614284548342,0.011199305255704117,0.4937565791751821
1434320850,Severe_Flood,0.7068573438476171,0.4580669390728913,0.6073411819377268
112716620,Severe_Flood,0.7290071680409873,0.1318366178035142,0.49013894794599805
1042820540,Severe_Flood,0.7712703466859457,0.6643442914647144,0.7284999245974533
1434320850,Severe_Flood,0.07404465173409036,0.21405245622743418,0.13004777353142788
112716532,Severe_Flood,0.3584657285442726,0.43285110679567096,0.38821987984483197
112716532,Severe_Flood,0.11586905952512971,0.19767093687426895,0.14858981046478542
112716620,Severe_Flood,0.8631034258755935,0.5484835857491245,0.7372554898250059
112716620,Severe_Flood,0.6232981268275579,0.1160534593845689,0.42040025985036233
112716620,Severe_Flood,0.3308980248526492,0.02310685278748026,0.2077815560265816
1188126146,Severe_Flood,0.06355835028602363,0.051131638106697186,0.058587665414293055
28295565,Severe_Flood,0.3109823217156622,0.9542584415153099,0.5682927696355213
28295565,Severe_Flood,0.32518332202674705,0.14228621861093582,0.25202448066042255
1188126146,Severe_Flood,0.7296061783380641,0.7084782531368352,0.7211550082575726
1188126146,Severe_Flood,0.6375574713552131,0.06792620422282625,0.40970496450225835
18063960,Severe_Flood,0.8872127425763265,0.10816035223518217,0.5755917864398687
18063960,Severe_Flood,0.4722149251619493,0.5088762514093347,0.4868794556609034
995149272,Severe_Flood,0.1195942459383017,0.46487093015434366,0.2577049196247185
211260246,Severe_Flood,0.713244787222995,0.9515803094398696,0.8085789961097448
23499285,Severe_Flood,0.7607850486168974,0.9448354530207373,0.8344052103784334
566562032,Severe_Flood,0.5612771975694962,0.7796086425424651,0.6486097755586838
27174389,Severe_Flood,0.770967179954561,0.6021018301273497,0.7034210400236764
566562032,Severe_Flood,0.49379559636439074,0.454960317393011,0.47826148477583885
33622114,Severe_Flood,0.5227328293819941,0.35617853432842106,0.4561111113605648
217685966,Severe_Flood,0.42754101835854963,0.9470875469755554,0.6353596298053519
1230572507,Severe_Flood,0.02541912674409519,0.6029088114246856,0.2564150006163313
23499291,Severe_Flood,0.10789142699330445,0.5790725276859945,0.2963638672703805
33622114,Severe_Flood,0.03142918568673425,0.23190112176891486,0.1116179601196065
18063960,Severe_Flood,0.6364104112637804,0.04669781788511307,0.40052537391231346
23075452,Severe_Flood,0.3143559810763267,0.9451885797595444,0.5666890205496138
23075452,Severe_Flood,0.5085706911647028,0.3137352588446539,0.43063651823668325
23075470,Severe_Flood,0.907566473926093,0.4425890233244587,0.7215754936854393
23075452,Severe_Flood,0.24929222914887494,0.11463994358570684,0.1954313149236077
26808454,Severe_Flood,0.41038292303562973,0.836924329909292,0.5809994857850946
30977369,Severe_Flood,0.7555511385430487,0.027631832855930627,0.46438341626820145
26808454,Severe_Flood,0.22879816549162246,0.8339907620990965,0.47087520413461215
30977370,Severe_Flood,0.07697990982879299,0.1402850127879668,0.1023019510124625
23499290,Severe_Flood,0.289751452913768,0.8865641126311521,0.5284765168007217
26808454,Severe_Flood,0.16122128725400442,0.7297726373361574,0.3886418272868656
26808454,Severe_Flood,0.9296976523425731,0.1646702625073051,0.6236866964084659
48057020,Severe_Flood,0.808120379564417,0.5658179928594681,0.7111994248824374
1195487805,Severe_Flood,0.6334037565104235,0.31265631435521946,0.5051047796483419
23499286,Severe_Flood,0.8714605901877177,0.17823309891158345,0.594169593677264
"[1058246676, 23075470]",Severe_Flood,0.8036720768991145,0.8591821994111084,0.825876125903912
23075476,Severe_Flood,0.18657005888603584,0.4035227665072294,0.27335114193451326
30972272,Severe_Flood,0.8925589984899778,0.3985437143653825,0.6949528848401396
211260246,Severe_Flood,0.5393422419156507,0.16988667480662,0.3915600150720384
23075476,Severe_Flood,0.8074401551640625,0.3830656760857787,0.637690363532749
845727138,Severe_Flood,0.8960912999234932,0.8716168463288502,0.886301518485636
23306321,Severe_Flood,0.3180034749718639,0.3631287104896359,0.33605356917897267
23306321,Severe_Flood,0.11005192452767676,0.9516035624997881,0.4466725797165213
1373597958,Severe_Flood,0.22793516254194168,0.9463088992083875,0.51528465720852
23306321,Severe_Flood,0.4271077886262563,0.14489865930734602,0.3142241368986922
23306321,Severe_Flood,0.8180147659224931,0.17731125352264487,0.5617333609625538
23306322,Severe_Flood,0.8607305832563434,0.8626740703318891,0.8615079780865617
23306321,Severe_Flood,0.006952130531190703,0.3927609189247192,0.1612756458886021
23306321,Severe_Flood,0.5107473025775657,0.004373982283009337,0.3081979744597432
23306323,Severe_Flood,0.417411003148779,0.273871819705371,0.3599953297714158
23306321,Severe_Flood,0.22210781047073025,0.59762899319556,0.37231628356066215
23306321,Severe_Flood,0.1198653673336828,0.799265965959968,0.3916256067841969
23306333,Severe_Flood,0.33761517140362796,0.13338861709325955,0.2559245496794806
23306321,Severe_Flood,0.9429097039125192,0.11054136441673534,0.6099623681142056
23306321,Severe_Flood,0.32320293202075523,0.9220926535723316,0.5627588206413858
23306330,Severe_Flood,0.5187906217433661,0.7511483678225827,0.6117337201750528
23306321,Severe_Flood,0.7030189588951778,0.5897796007780784,0.6577232156483381
23306321,Severe_Flood,0.363629602379294,0.769186789995928,0.5258524774259477
23306336,Severe_Flood,0.9717820827209607,0.42885436130663845,0.7546109941552317
23306321,Severe_Flood,0.9624472949421112,0.7584557473091266,0.8808506758889174
23306321,Severe_Flood,0.25178229582536416,0.37180299127453575,0.2997905740050328
23306337,Severe_Flood,0.49724850589238545,0.24409457249260236,0.3959869325324722
23306322,Severe_Flood,0.30087830981676966,0.7290134212929686,0.4721323544072493
23306323,Severe_Flood,0.2848404943774676,0.4196722921572683,0.33877321348938794
23306321,Severe_Flood,0.036886947354532795,0.9813771043261948,0.41468301014319764
23306321,Severe_Flood,0.6095643339798968,0.349485182308101,0.5055326733111785
23306324,Severe_Flood,0.5026790232288615,0.9217274205310659,0.6702983821497432
23306324,Severe_Flood,0.05147875124998935,0.9329625485670795,0.4040722701768254
23306321,Severe_Flood,0.27864646423661144,0.24185294706474614,0.2639290573678653
23306321,Severe_Flood,0.9082658859666537,0.7982211815880134,0.8642480042151977
23306325,Severe_Flood,0.23956189066697242,0.43307450514456514,0.31696693645800955
23306325,Severe_Flood,0.1448948720912231,0.9175247272303481,0.4539468141468731
23306321,Severe_Flood,0.489452760277563,0.4501242726352388,0.47372136522063335
23306321,Severe_Flood,0.9856504541106007,0.7443037173373661,0.8891117594013069
23306329,Severe_Flood,0.2420552715115004,0.46696740916379786,0.3320201265724194
23306329,Severe_Flood,0.6721355474058786,0.22780075571285618,0.4944016307286696
23306330,Severe_Flood,0.7616196153287176,0.1993501289446863,0.536711820775105
23306321,Severe_Flood,0.23763754399239967,0.42543119425634557,0.3127550040979781
23306321,Severe_Flood,0.7282163486118596,0.7554946570142149,0.7391276719728017
23306331,Severe_Flood,0.3677831327192532,0.6050714851807668,0.46269847370385864
23306331,Severe_Flood,0.6323058305935795,0.6886292899005433,0.6548352143163649
23306321,Severe_Flood,0.6335297107608947,0.28232635073194245,0.4930483667493138
23306321,Severe_Flood,0.5357746840747585,0.4814353459576055,0.5140389488278974
23306332,Severe_Flood,0.0902897700544083,0.044395264969327,0.07193196802037578
23306332,Severe_Flood,0.835302495589238,0.8175324159581207,0.8281944637367911
23306333,Severe_Flood,0.32078006497173583,0.9898921622398746,0.5884249038789914
23306321,Severe_Flood,0.18651851039985423,0.4068790626246709,0.2746627312897809
23306321,Severe_Flood,0.040775141554763916,0.01096365313154335,0.028850546185475688
23306334,Severe_Flood,0.5908929431882418,0.16979263955094737,0.422452821733324
23306321,Severe_Flood,0.6775643618422824,0.6525268777504188,0.6675493682055369
23306321,Severe_Flood,0.016587828927856152,0.6120793182038592,0.25478442463825735
23306335,Severe_Flood,0.512093058299281,0.7878647195855439,0.6224017228137861
23306336,Severe_Flood,0.22649577519793795,0.25388401096106816,0.23745106950319006
845727138,Severe_Flood,0.6451727904094499,0.763631915547134,0.6925564404645235
23306337,Severe_Flood,0.17436642900499144,0.6879840215236698,0.37981346601246274
845727138,Severe_Flood,0.690937738102466,0.3228144977138433,0.5436884419470168
23306321,Severe_Flood,0.3867353463005374,0.545488148056962,0.45023646700310727
23306321,Severe_Flood,0.9367299887367345,0.14727380849832672,0.6209475166413714
23306338,Severe_Flood,0.13752094414599325,0.45256450343558263,0.26353836786182905
23306338,Severe_Flood,0.3410663510502585,0.881197339555641,0.5571187464524116
23306321,Severe_Flood,0.11347352124058907,0.4211913798253908,0.23656066467450976
23306321,Severe_Flood,0.9246936182785628,0.839566706475422,0.8906428535573064
23306339,Severe_Flood,0.877339353380981,0.5902533652596944,0.7625049581324663
23306321,Severe_Flood,0.2579416277151556,0.19187671310235677,0.23151566187003608
23306340,Severe_Flood,0.659984046034179,0.5811062446978964,0.628432925499666
23306321,Severe_Flood,0.8172222002012158,0.5059833291570635,0.6927266517835549
23306340,Severe_Flood,0.5552008115994623,0.398641335196384,0.492577021038231
845727138,Severe_Flood,0.5296505783560065,0.11963043951607033,0.365642522820032
"[23306321, 112869309]",Severe_Flood,0.24185229090045168,0.4167086638472298,0.3117948400791629
"[102479321, 845727138, 102479334]",Severe_Flood,0.09310276780589921,0.07276237623962711,0.08496661117939037
23306344,Severe_Flood,0.8972157579533268,0.09876905139875125,0.5778370753314965
23970132,Severe_Flood,0.9004180571633305,0.415916532932716,0.7066174474710847
23970132,Severe_Flood,0.6331014572732679,0.3053814819684637,0.5020134671513463
1299490967,Severe_Flood,0.3390297910487007,0.9255443258622235,0.5736356049741098
1187413802,Severe_Flood,0.3492095746126609,0.37570580538027054,0.3598080669197048
1105443961,Severe_Flood,0.7259556788702394,0.7578581220721001,0.7387166561509837
23306342,Severe_Flood,0.8971102599525771,0.5302475263662427,0.7503651665180433
1354908342,Severe_Flood,0.8870864242651173,0.7040856686423355,0.8138861220160045
1381950187,Severe_Flood,0.7798755458576239,0.2601159830153992,0.571971720720734
"[145124432, 1381950185]",Severe_Flood,0.6420316461542878,0.9419049728383291,0.7619809768279042
"[1381950186, 26550091]",Severe_Flood,0.08413996499504883,0.530088496914424,0.2625193777627989
1192573702,Severe_Flood,0.16162871409461377,0.8313240712852497,0.42950685697086816
23306347,Severe_Flood,0.8985541885270792,0.3650456934761135,0.6851507905066929
1090914675,Severe_Flood,0.6064290596595899,0.10021134905052453,0.40394197541596377
26550054,Severe_Flood,0.009197051616629648,0.6737116477208488,0.2750028900583173
669057795,Severe_Flood,0.1014715428660321,0.007759648337424485,0.06398678505458905
1105443961,Severe_Flood,0.6635017691080558,0.4752929765655083,0.5882182520910368
1218723879,Severe_Flood,0.005061583846218687,0.19280190266645925,0.08015771137431492
23970116,Severe_Flood,0.16080805141749865,0.6273755044353622,0.3474350326246441
1351777453,Severe_Flood,0.5487337893665861,0.9794198731378522,0.7210082228750926
393560241,Severe_Flood,0.6918951976926933,0.46440290632064596,0.6008982811438743
23970137,Severe_Flood,0.6519612595026005,0.8174982565256667,0.718176058311827
23306352,Severe_Flood,0.22426930946055978,0.507784186951121,0.3376752604567843
23306358,Severe_Flood,0.7121792213475359,0.4958400311040241,0.6256435452501312
184733101,Severe_Flood,0.23724908749680007,0.9304234931787778,0.5145188497695912
754508055,Severe_Flood,0.3253996981592677,0.8899658687466815,0.5512261663942333
1289116874,Severe_Flood,0.7464914051180241,0.7858004651879744,0.7622150291460043
"[1289116873, 1309322627]",Severe_Flood,0.6496328990472147,0.2962557533167841,0.5082820407550425
23802583,Severe_Flood,0.8492234104941779,0.5450084157239405,0.727537412586083
23802583,Severe_Flood,0.6576128923003434,0.223897233305685,0.48412662870248
31250979,Severe_Flood,0.5683086033354716,0.44391669804653977,0.5185518412198988
217922845,Severe_Flood,0.09367476782809248,0.4842130657597906,0.24989008700077175
23802581,Severe_Flood,0.3677158030594335,0.8316400401693309,0.5532854979033925
23802582,Severe_Flood,0.26520236768172545,0.8960283653249931,0.5175327667390325
23802583,Severe_Flood,0.24398964337908358,0.41462006239647786,0.3122418109860413
767910883,Severe_Flood,0.9730105547524456,0.017704445073237207,0.5908881108807622
1039298154,Severe_Flood,0.3930977246667604,0.8617738397893546,0.5805681707157981
23804689,Severe_Flood,0.8920465551771133,0.1742786785013607,0.6049394045068122
1393876123,Severe_Flood,0.6311386259972629,0.6218819638903935,0.6274359611545152
1393876123,Severe_Flood,0.7948113035416484,0.024970900434131194,0.4868751422986415
23499285,Severe_Flood,0.5026370931051921,0.39950647526056426,0.461384845967341
1393876123,Severe_Flood,0.5769038846263591,0.9859603021153498,0.7405264516219554
397330141,Severe_Flood,0.4925176938188639,0.1006936011038031,0.33578805673283957
23499286,Severe_Flood,0.1952429877980445,0.4236931519996423,0.2866230534786836
237621839,Severe_Flood,0.7224521152615053,0.30714995018995217,0.556331249232884
26808454,Severe_Flood,0.2807723624408558,0.9050881233882643,0.5304986668198192
30972303,Severe_Flood,0.02431596643145384,0.8693401079073552,0.3623256230218144
48132792,Severe_Flood,0.6454722959071678,0.23769876030622883,0.48236288166679225
26550347,Severe_Flood,0.17711067940704894,0.08118778705043117,0.13874152246440183
217685967,Severe_Flood,0.9404585843529143,0.6271383940611175,0.8151305082361956
23499283,Severe_Flood,0.9539285770025874,0.33636871188370976,0.7069046309550363
33622102,Severe_Flood,0.9148643902204485,0.6720843906060631,0.8177523903746943
33622101,Severe_Flood,0.3701587002554444,0.032119756067814476,0.23494312258039243
217685967,Severe_Flood,0.015456616528867428,0.13339923517748942,0.06263366398831623
237621839,Severe_Flood,0.9283185625877254,0.6863722327726434,0.8315400306616925
237621839,Severe_Flood,0.42818414831731433,0.21237065530249777,0.3418587511113877
23499283,Severe_Flood,0.9666548190436696,0.8575876757624016,0.9230279617311623
237621837,Severe_Flood,0.9636199770892528,0.05859088771013543,0.6016083413376059
33622114,Severe_Flood,0.8530094554673601,0.21548198278557462,0.5979984663946459
33622110,Severe_Flood,0.2944488920695857,0.9985602484850686,0.5760934346357789
23499290,Severe_Flood,0.38509772860192526,0.43307610258679263,0.40428907819587223
33622114,Severe_Flood,0.8511366715168569,0.7029656635446435,0.7918682683279715
23499290,Severe_Flood,0.31692200515627766,0.18266304885701368,0.2632184226365721
23499290,Severe_Flood,0.1694927466860925,0.6098687349855377,0.3456431420058706
33622107,Severe_Flood,0.5568012624583502,0.7261060683694185,0.6245231848227775
23499291,Severe_Flood,0.936154774160781,0.31447663586651053,0.6874835188430728
23499290,Severe_Flood,0.696029796674973,0.8288971119758778,0.749176722795335
23499290,Severe_Flood,0.570061170089365,0.6034175784722833,0.5834037334425323
23500025,Severe_Flood,0.09717649377076854,0.3891230096150302,0.21395510010847324
23500025,Severe_Flood,0.6150072266991697,0.5576423933431586,0.5920612933567653
23500025,Severe_Flood,0.9900538501042633,0.5767608474359243,0.8247366490369277
48057030,Severe_Flood,0.14008401523652403,0.16553529269386602,0.15026452621946085
23500025,Severe_Flood,0.5183296523637367,0.40273236986696614,0.4720907393650285
23500025,Severe_Flood,0.8773730719279554,0.3434305880194931,0.6637960783645706
23500025,Severe_Flood,0.7407686177542044,0.40090272257912607,0.6048222596841731
23500025,Severe_Flood,0.697015740995268,0.7611105884852579,0.722653679991264
23500026,Severe_Flood,0.7024840839871093,0.48253840746667265,0.6145058133789346
23500026,Severe_Flood,0.35949115121975517,0.9403161532392643,0.5918211520275589
23500026,Severe_Flood,0.29359184426449336,0.2936764133584362,0.2936256719020705
217723250,Severe_Flood,0.8093611554785136,0.415703578284929,0.6518981246010798
217723250,Severe_Flood,0.8101133946791808,0.7869568104790414,0.800850760999125
23500026,Severe_Flood,0.8670723185801037,0.5460245933207503,0.7386532284763623
30977349,Severe_Flood,0.9132405525564713,0.5470281464244477,0.7667555901036619
30977349,Severe_Flood,0.5113423988609378,0.053340163005183516,0.3281415045186361
23500029,Severe_Flood,0.5015162946871996,0.3985996627184558,0.46034964189970207
23500029,Severe_Flood,0.7982951789667752,0.2707337324217325,0.587270600348758
30977349,Severe_Flood,0.6499639307777652,0.9993351228311154,0.7897124075991052
23500029,Severe_Flood,0.7019668772577033,0.30835507063231027,0.544522154607546
30972303,Severe_Flood,0.795792669436101,0.8844965347938635,0.831274215579206
30972303,Severe_Flood,0.8900053418175663,0.6762337350404775,0.8044966991067308
30247642,Severe_Flood,0.3379951568515358,0.34091640919209043,0.33916365778775764
217723250,Severe_Flood,0.375582952639944,0.5435343783741237,0.44276352293361587
217723250,Severe_Flood,0.093981939840869,0.8405358799491938,0.39260351588419895
23500025,Severe_Flood,0.578280140996174,0.8833682980309119,0.7003154038100692
23500025,Severe_Flood,0.035942273796742086,0.16039387500614521,0.08572291428050333
30247642,Severe_Flood,0.46559801813246016,0.3395731412081696,0.41518806736274394
23500025,Severe_Flood,0.5426446347075766,0.33522318021357167,0.4596760529099746
23500025,Severe_Flood,0.2865412521282844,0.04204479607594469,0.18874266970734851
23500025,Severe_Flood,0.5908332605690108,0.5982377598518965,0.5937950602821651
23500025,Severe_Flood,0.03050024993904943,0.854820052992188,0.36022817116030487
23500025,Severe_Flood,0.03734818874921442,0.3815743878255178,0.17503866837973578
23500025,Severe_Flood,0.8226005606596583,0.740035944984177,0.7895747143894658
30977360,Severe_Flood,0.3601906414112629,0.6277004136007399,0.4671945502870537
23803371,Severe_Flood,0.12706051265188478,0.3756487354930008,0.2264958017883312
1105443961,Severe_Flood,0.5222432600548044,0.14105979949229708,0.3697698758298015
23802582,Severe_Flood,0.7699935530986108,0.7093238527759673,0.7457256729695534
28163162,Severe_Flood,0.21582102749684318,0.8545651689412405,0.4713186840746021
23802582,Severe_Flood,0.6228904758190003,0.6858544924014919,0.6480760824519969
217923922,Severe_Flood,0.085347464993768,0.017878484034818065,0.058359872610188025
23802581,Severe_Flood,0.0516817211686077,0.21623289439099125,0.11750219045756112
23802581,Severe_Flood,0.531354631568148,0.06947998488353191,0.3466047728943015
30923408,Severe_Flood,0.5406351216101065,0.5703860995762268,0.5525355127965546
754508055,Severe_Flood,0.6374299014982066,0.7564776788404124,0.685049012435089
754508056,Severe_Flood,0.7260913337226615,0.11057918706865943,0.4798864750610607
28163153,Severe_Flood,0.9758520794625346,0.8383378205933852,0.9208463759148748
184720017,Severe_Flood,0.5163003483011953,0.5555089783954832,0.5319838003389105
184720017,Severe_Flood,0.32295647294124596,0.6899690121417249,0.4697614886214376
30923461,Severe_Flood,0.7951861947687037,0.9714018486086462,0.8656724563046807
184720017,Severe_Flood,0.2708322512620742,0.08368098824769732,0.19597174605632345
184720017,Severe_Flood,0.4389714207056361,0.9012240229777893,0.6238724616144974
184720017,Severe_Flood,0.07845638134226596,0.1261026959874093,0.0975149072003233
701227134,Severe_Flood,0.02535074341545751,0.39295880663668226,0.17239396870394744
30923438,Severe_Flood,0.9626484146779251,0.8514386963311144,0.9181645273392007
754508055,Severe_Flood,0.8359801205122058,0.9062542367378682,0.8640897670024708
754508055,Severe_Flood,0.695974206093698,0.5063716735451453,0.620133193074277
1324977890,Severe_Flood,0.4089529444142699,0.5941046382754251,0.483013621958732
754508055,Severe_Flood,0.17329432007084578,0.7081473345985572,0.38723552588193033
30923430,Severe_Flood,0.15643704267108605,0.8327586684527142,0.4269656929837373
754508055,Severe_Flood,0.25024289816459533,0.12151116953766616,0.19875020671382365
207269329,Severe_Flood,0.5492266647061205,0.8100693082292276,0.6535637221153634
1081351985,Severe_Flood,0.7145959227000623,0.48127615051161676,0.6212680138246841
1048280723,Severe_Flood,0.6601973767177313,0.450623425108169,0.5763677960739063
1348924567,Severe_Flood,0.27993389694594284,0.42389975199699825,0.337520238966365
"[1348924563, 1348924566]",Severe_Flood,0.9548652806631941,0.5092115852460426,0.7766038024963335
"[1348924564, 1348924565]",Severe_Flood,0.7378969166957685,0.9450505533946035,0.8207583713753025
48754688,Severe_Flood,0.5543540525114007,0.5482037727921516,0.551893940623701
23802575,Severe_Flood,0.6117207462343522,0.9531775382631392,0.748303463045867
48738646,Severe_Flood,0.4196000624277899,0.1802901306156406,0.32387608970293014
23802575,Severe_Flood,0.24773098950115746,0.7241359788326331,0.4382929852337477
1434300917,Severe_Flood,0.3559726786512616,0.8122395386087472,0.5384794226342559
"[1236279475, 59359862]",Severe_Flood,0.7578461104643691,0.6791288313348619,0.7263591988125662
23804007,Severe_Flood,0.014393488629755868,0.6069222802265404,0.25140500526846965
59359862,Severe_Flood,0.11607264050691624,0.5648127810861823,0.2955686967386226
1364221415,Severe_Flood,0.04600264202175275,0.860930482578696,0.3719737782445301
48753849,Severe_Flood,0.040728802318970136,0.8216465971645001,0.3530959202571821
59359862,Severe_Flood,0.8554605840110072,0.12228872118059952,0.5621918388788442
23803998,Severe_Flood,0.7036578593800237,0.8485876570308781,0.7616297784403654
48741379,Severe_Flood,0.4741738290873252,0.4140686194404425,0.4501317452285721
23803998,Severe_Flood,0.09783416065100148,0.2536968299958108,0.1601792283889252
48738636,Severe_Flood,0.49161587511683236,0.8697685680139259,0.6428769522756698
1188811733,Severe_Flood,0.4734717707805657,0.43202479963374163,0.45689298232183606
23803998,Severe_Flood,0.17320186991001518,0.8083646901768167,0.4272669980167358
25377223,Severe_Flood,0.43385164923797304,0.2634036119558445,0.36567243432512164
1393740215,Severe_Flood,0.39850473439737344,0.003929321422217802,0.24067456920731117
25377223,Severe_Flood,0.6158500980522165,0.4954591929029444,0.5676937359925076
1393740215,Severe_Flood,0.6350936508676438,0.10022825664288426,0.42114749317774
28224643,Severe_Flood,0.04530400977204452,0.7543759555249097,0.3289327880731906
48753856,Severe_Flood,0.3746126146264712,0.27607513606941037,0.3351976232036469
48753878,Severe_Flood,0.6258599157142364,0.4436456466034787,0.5529742080699334
1105443961,Severe_Flood,0.5031362585800877,0.08703356509155424,0.3366951811846743
30852849,Severe_Flood,0.8564898411883223,0.28665924844725266,0.6285576040918944
30923488,Severe_Flood,0.658693631618945,0.781490243258572,0.7078122762747958
1040797597,Severe_Flood,0.1629344270814297,0.15158791190231946,0.1583958210097856
1040797597,Severe_Flood,0.07056874740042984,0.6471595611269574,0.30120507289104087
